path,title,type,entity_subtype,source_type,date,status,has_raw_source,ingest_version,description
构建描述中心荷劈裂为两条临界线的有效量子场论,构建描述中心荷劈裂为两条临界线的有效量子场论,entity,proposition,,,current,0,0,
构造更多可调谐相互作用以耦合多个CSW为尺寸可扩展网络,构造更多可调谐相互作用以耦合多个CSW为尺寸可扩展网络,entity,proposition,,,current,0,0,
标准保真度作为量子启发核函数,标准保真度作为量子启发核函数,entity,keyword,,,current,0,0,
标准变分ansatz,标准变分ansatz,entity,keyword,,,current,0,0,
标准变分张量网络方法在刻画二维临界基态时面临困难,标准变分张量网络方法在刻画二维临界基态时面临困难,entity,proposition,,,current,0,0,
格子模型基态,honeycomb格子XXZ模型基态,entity,keyword,,,current,0,0,
格子自旋模型,honeycomb格子自旋1/2XXZ模型,entity,keyword,,,current,0,0,
格点自旋自由度,格点自旋自由度spin state number q,entity,keyword,,,current,0,0,
梯子,Creutz梯子Creutz ladder,entity,keyword,,,current,0,0,
梯度下降,梯度下降,entity,keyword,,,current,0,0,
概率分布信息结构,概率分布信息结构,entity,keyword,,,current,0,0,
模型,Su-Schrieffer-Heeger模型Su-Schrieffer-Heeger model,entity,keyword,,,current,0,0,
模型类型从自旋扩展到玻色子与费米子晶格模型,模型类型从自旋扩展到玻色子与费米子晶格模型,entity,keyword,,,current,0,0,
横向伊辛模型,横向伊辛模型,entity,keyword,,,current,0,0,
横向伊辛模型横场伊辛模型,横向伊辛模型横场伊辛模型(transverse-field Ising model),entity,keyword,,,current,0,0,
横场下交错磁化出现再入行为,横场下交错磁化出现再入行为,entity,proposition,,,current,0,0,
横场下量子临界区对应中心荷c=1/2的共形场论普适类,横场下量子临界区对应中心荷c=1/2的共形场论普适类,entity,proposition,,,current,0,0,
横场基态相图中Z2对称性破缺相的识别,横场基态相图中Z2对称性破缺相的识别,entity,proposition,,,current,0,0,
次近邻项约为近邻项一个数量级,次近邻项约为近邻项一个数量级,entity,proposition,,,current,0,0,
正交函数基,正交函数基orthogonal function basis,entity,keyword,,,current,0,0,
残差神经网络,残差神经网络,entity,keyword,,,current,0,0,
比热specific heat,比热specific heat,entity,keyword,,,current,0,0,
比热磁化率关联长度与准纠缠熵,比热磁化率关联长度与准纠缠熵,entity,keyword,,,current,0,0,
比热磁化率关联长度与准纠缠熵的计算,比热磁化率关联长度与准纠缠熵的计算,entity,keyword,,,current,0,0,
比热线性行为linear specific heat,比热线性行为linear specific heat,entity,proposition,,,current,0,0,
氢原子基态,氢原子基态,entity,keyword,,,current,0,0,
沿链外加磁场选取使纠缠熵极大值方向,沿链外加磁场选取使纠缠熵极大值方向,entity,keyword,,,current,0,0,
沿链线性变化的zz相互作用诱导量子混沌与遍历性,沿链线性变化的zz相互作用诱导量子混沌与遍历性,entity,proposition,,,current,0,0,
沿链线性变化的zz相互作用驱动量子混沌与遍历性,沿链线性变化的zz相互作用驱动量子混沌与遍历性,entity,proposition,,,current,0,0,
泛化能力,泛化能力,entity,keyword,,,current,0,0,
波函数,PauliNet波函数ansatz,entity,keyword,,,current,0,0,
波函数系数,波函数系数,entity,keyword,,,current,0,0,
浅层张量分解,浅层张量分解,entity,keyword,,,current,0,0,
测量引起纠缠熵变化,测量引起纠缠熵变化measurement-induced entanglement entropy variation,entity,keyword,,,current,0,0,
浮游相,浮游相floating phase,entity,keyword,,,current,0,0,
浮游相不具有任何局域序参量,浮游相不具有任何局域序参量,entity,proposition,,,current,0,0,
浴关联误差源于有限浴维度截断长程关联,浴关联误差源于有限浴维度截断长程关联,entity,proposition,,,current,0,0,
浴格点,浴格点,entity,keyword,,,current,0,0,
海森堡反铁磁模型,海森堡反铁磁模型Heisenberg antiferromagnet,entity,keyword,,,current,0,0,
海森堡模型,海森堡模型Heisenberg model,entity,keyword,,,current,0,0,
海森堡链,海森堡链Heisenberg chain,entity,keyword,,,current,0,0,
液体,Tomonaga-Luttinger液体,entity,keyword,,,current,0,0,
深层张量网络,深层张量网络,entity,keyword,,,current,0,0,
深层张量网络中的张量,深层张量网络中的张量,entity,keyword,,,current,0,0,
深度信念网络,深度信念网络deep belief network,entity,keyword,,,current,0,0,
深度卷积网络,深度卷积网络deep convolutional network,entity,keyword,,,current,0,0,
深度神经网络自编码器,深度神经网络自编码器deep neural network autoencoder,entity,keyword,,,current,0,0,
混沌非线性系统,混沌非线性系统chaotic nonlinear dynamics,entity,keyword,,,current,0,0,
温度关联误差源于温度无关假设在渡越点附近显著,温度关联误差源于温度无关假设在渡越点附近显著,entity,proposition,,,current,0,0,
激光辅助隧穿,激光辅助隧穿laser-assisted tunneling,entity,keyword,,,current,0,0,
热力学相变,热力学相变,entity,keyword,,,current,0,0,
热力学量,热力学量,entity,keyword,,,current,0,0,
物理-浴相互作用物理-浴相互作用(physical-bath interaction),物理-浴相互作用物理-浴相互作用(physical-bath interaction),entity,proposition,,,current,0,0,
特征映射feature map,特征映射feature map,entity,keyword,,,current,0,0,
环路特征,环路特征loop characterization,entity,keyword,,,current,0,0,
现象,Hilbert space shattering现象,entity,keyword,,,current,0,0,
玻色化bosonization,玻色化bosonization,entity,keyword,,,current,0,0,
生成式张量网络,生成式张量网络generative tensor network,entity,keyword,,,current,0,0,
用PauliNet恢复97%–99.9%相关能且行列式数少一到两个数量级,用PauliNet恢复97%–99.9%相关能且行列式数少一到两个数量级,entity,proposition,,,current,0,0,
用SchNet表示电子环境,用SchNet表示电子环境,entity,keyword,,,current,0,0,
用Sobol指数探测磁场敏感性,用Sobol指数探测磁场敏感性,entity,proposition,,,current,0,0,
用µ调谐的量子特征映射预处理,用µ调谐的量子特征映射预处理,entity,proposition,,,current,0,0,
用一维共形场论中心荷刻画二维临界性,用一维共形场论中心荷刻画二维临界性,entity,proposition,,,current,0,0,
用卷积层替换权重矩阵以进一步提升精度,用卷积层替换权重矩阵以进一步提升精度,entity,proposition,,,current,0,0,
用少体哈密顿量复现热力学极限体物理量,用少体哈密顿量复现热力学极限体物理量,entity,proposition,,,current,0,0,
用张量网络表示连续空间多体波函数展开系数,用张量网络表示连续空间多体波函数展开系数,entity,proposition,,,current,0,0,
用矩阵乘积解纠缠器把目标矩阵乘积态解纠缠为乘积态,用矩阵乘积解纠缠器把目标矩阵乘积态解纠缠为乘积态,entity,proposition,,,current,0,0,
用耦合不完整哈密顿量演化制备目标态,用耦合不完整哈密顿量演化制备目标态,entity,proposition,,,current,0,0,
由粗到细逐步放宽磁场时变频率上限,由粗到细逐步放宽磁场时变频率上限,entity,proposition,,,current,0,0,
电子–电子cusp条件,电子–电子cusp条件,entity,keyword,,,current,0,0,
电子薛定谔方程,电子薛定谔方程,entity,keyword,,,current,0,0,
电子薛定谔方程求解,电子薛定谔方程求解,entity,keyword,,,current,0,0,
电路深度,电路深度,entity,keyword,,,current,0,0,
白鞋识别问题,白鞋识别问题white shoe recognition problem,entity,keyword,,,current,0,0,
直接优化矩阵乘积解纠缠器以最优解纠缠目标矩阵乘积态,直接优化矩阵乘积解纠缠器以最优解纠缠目标矩阵乘积态,entity,proposition,,,current,0,0,
直接态向量方法表示Schmidt分解,直接态向量方法表示Schmidt分解,entity,keyword,,,current,0,0,
相互作用,Hubbard相互作用Hubbard interaction,entity,keyword,,,current,0,0,
相变温度,相变温度,entity,keyword,,,current,0,0,
相变温度的标定与相图的绘制,相变温度的标定与β–T相图的绘制,entity,keyword,,,current,0,0,
矩阵乘积态方法矩阵乘积态方法,矩阵乘积态方法矩阵乘积态方法(MPS method),entity,keyword,,,current,0,0,
矩阵乘积态流形最小距离,矩阵乘积态流形最小距离,entity,keyword,,,current,0,0,
矩阵乘积态直接演化,矩阵乘积态直接演化,entity,keyword,,,current,0,0,
矩阵乘积算符转移矩阵,矩阵乘积算符转移矩阵matrix product operator transfer matrix,entity,keyword,,,current,0,0,
研究不同填充下的Creutz-Hubbard模型寻找相互作用诱导拓扑相,研究不同填充下的Creutz-Hubbard模型寻找相互作用诱导拓扑相,entity,proposition,,,current,0,0,
研究聚焦于一维干净自旋链,研究聚焦于一维干净自旋链,entity,proposition,,,current,0,0,
研究聚焦于一维自旋链干净系统,研究聚焦于一维自旋链干净系统,entity,proposition,,,current,0,0,
砖墙结构深层张量网络,砖墙结构深层张量网络,entity,keyword,,,current,0,0,
确定价键固体相与量子自旋液体之间的量子相变,确定价键固体相与量子自旋液体之间的量子相变,entity,proposition,,,current,0,0,
磁化尖点,磁化尖点,entity,proposition,,,current,0,0,
磁化平台,1/3磁化平台1/3 magnetization plateau,entity,keyword,,,current,0,0,
磁化平台内的两种价键图案相变,1/9磁化平台内的两种价键图案相变,entity,keyword,,,current,0,0,
磁化率,磁化率magnetic susceptibility,entity,keyword,,,current,0,0,
磁化磁化,磁化磁化(magnetization),entity,keyword,,,current,0,0,
磁场诱导零温下拓扑相再入,磁场诱导零温下拓扑相再入,entity,proposition,,,current,0,0,
神经网络,神经网络neural network,entity,keyword,,,current,0,0,
神经网络压缩,神经网络压缩,entity,keyword,,,current,0,0,
神经网络压缩方案,神经网络压缩方案,entity,keyword,,,current,0,0,
神经网络层变分参数,神经网络层变分参数,entity,keyword,,,current,0,0,
秩分解,秩1分解rank-1 decomposition,entity,keyword,,,current,0,0,
空间模式,空间模式,entity,keyword,,,current,0,0,
立方晶格,立方晶格cubic lattice,entity,keyword,,,current,0,0,
笼目晶格,笼目晶格kagome lattice,entity,keyword,,,current,0,0,
简单更新方案,简单更新方案simple update scheme,entity,keyword,,,current,0,0,
简单立方格子简单立方格子,简单立方格子简单立方格子(simple cubic lattice),entity,keyword,,,current,0,0,
精确对角化,精确对角化exact diagonalization,entity,keyword,,,current,0,0,
精确对角化分析ETH矩阵元,精确对角化分析ETH矩阵元,entity,keyword,,,current,0,0,
精确对角化分析ETH矩阵元统计性质,精确对角化分析ETH矩阵元统计性质,entity,keyword,,,current,0,0,
精确对角化分析纠缠熵与存活概率,精确对角化分析纠缠熵与存活概率,entity,keyword,,,current,0,0,
精确对角化分析能级统计,精确对角化分析能级统计,entity,keyword,,,current,0,0,
精确对角化精确对角化,精确对角化精确对角化(exact diagonalization),entity,keyword,,,current,0,0,
精确解,精确解,entity,keyword,,,current,0,0,
纠缠entanglement,纠缠entanglement,entity,keyword,,,current,0,0,
纠缠浴,纠缠浴,entity,keyword,,,current,0,0,
纠缠浴纠缠浴,纠缠浴纠缠浴(entanglement bath),entity,keyword,,,current,0,0,
纠缠熵,纠缠熵,entity,keyword,,,current,0,0,
纠缠熵奇异性,纠缠熵奇异性,entity,keyword,,,current,0,0,
纠缠熵对数增长与存活概率长时间保持显著指示非遍历性,纠缠熵对数增长与存活概率长时间保持显著指示非遍历性,entity,keyword,,,current,0,0,
纠缠熵对数增长诊断非遍历性,纠缠熵对数增长诊断非遍历性,entity,keyword,,,current,0,0,
纠缠熵弹性格性化扩展与存活概率快速衰减指示遍历性,纠缠熵弹性格性化扩展与存活概率快速衰减指示遍历性,entity,keyword,,,current,0,0,
纠缠熵弹性格性化扩展诊断遍历性,纠缠熵弹性格性化扩展诊断遍历性,entity,keyword,,,current,0,0,
纠缠熵标定中心荷,纠缠熵标定中心荷,entity,keyword,,,current,0,0,
纠缠熵纠缠熵,纠缠熵纠缠熵(entanglement entropy),entity,keyword,,,current,0,0,
纠缠熵面积律,纠缠熵面积律area law of entanglement entropy,entity,keyword,,,current,0,0,
纠缠谱,纠缠谱,entity,keyword,,,current,0,0,
纠缠谱entanglement spectrum,纠缠谱entanglement spectrum,entity,keyword,,,current,0,0,
纠缠谱随键维演化判据,纠缠谱随键维演化判据,entity,keyword,,,current,0,0,
纠缠驱动的特征提取,纠缠驱动的特征提取,entity,keyword,,,current,0,0,
纵场α-hz平面基态相图包含单态二聚体相、Haldane相、TLL相、m=1/2磁化平台相与自旋极化相,纵场α-hz平面基态相图包含单态二聚体相、Haldane相、TLL相、m=1/2磁化平台相与自旋极化相,entity,proposition,,,current,0,0,
纵场下量子临界区对应中心荷c=1的共形场论普适类,纵场下量子临界区对应中心荷c=1的共形场论普适类,entity,proposition,,,current,0,0,
纵场与横场下的塞曼项,纵场与横场下的塞曼项,entity,keyword,,,current,0,0,
线性梯度由参数theta控制,线性梯度由参数theta控制,entity,keyword,,,current,0,0,
线性简化版,线性简化版ResMPS(sResMPS),entity,keyword,,,current,0,0,
细粒度时间优化算法,细粒度时间优化算法,entity,keyword,,,current,0,0,
经典再入现象,经典再入现象,entity,keyword,,,current,0,0,
结合Metropolis采样与含能量项的深度神经网络损失,结合Metropolis采样与含能量项的深度神经网络损失,entity,proposition,,,current,0,0,
结合机器学习估计局部可观测量与约化密度矩阵以处理未知相互作用,结合机器学习估计局部可观测量与约化密度矩阵以处理未知相互作用,entity,proposition,,,current,0,0,
结合费米张量网络处理电子体系,结合费米张量网络处理电子体系,entity,proposition,,,current,0,0,
结构误差因以贝特晶格近似代替原晶格环境在临界点附近最大,结构误差因以贝特晶格近似代替原晶格环境在临界点附近最大,entity,proposition,,,current,0,0,
给出少体哈密顿量实验可实现形式,给出少体哈密顿量实验可实现形式,entity,proposition,,,current,0,0,
给出避免ResMPS梯度消失与爆炸的条件,给出避免ResMPS梯度消失与爆炸的条件,entity,proposition,,,current,0,0,
能级统计,能级统计level statistics,entity,keyword,,,current,0,0,
自动可微张量网络收缩与神经网络推理为两个独立步骤,自动可微张量网络收缩与神经网络推理为两个独立步骤,entity,proposition,,,current,0,0,
自动可微张量网络自动可微张量网络,自动可微张量网络自动可微张量网络,entity,keyword,,,current,0,0,
自动微分,自动微分,entity,keyword,,,current,0,0,
自旋-1 锯齿链,自旋-1 锯齿链,entity,keyword,,,current,0,0,
自旋-1键交错海森堡反铁磁链,自旋-1键交错海森堡反铁磁链,entity,keyword,,,current,0,0,
自旋1 XXZ链,自旋1 XXZ链,entity,keyword,,,current,0,0,
自旋1/2 XXZ链,自旋1/2 XXZ链,entity,keyword,,,current,0,0,
自旋—自旋关联spin-spin correlation,自旋—自旋关联spin-spin correlation,entity,proposition,,,current,0,0,
自旋关联图样继承Sierpi旋转对称性,自旋关联图样继承Sierpiński gasket旋转对称性,entity,proposition,,,current,0,0,
自旋构型,up-up-down自旋构型up-up-down spin configuration,entity,keyword,,,current,0,0,
自旋梯spin ladder,自旋梯spin ladder,entity,keyword,,,current,0,0,
自旋液体,自旋液体,entity,keyword,,,current,0,0,
自旋自由度映射到原子的两个亚稳态,自旋自由度映射到原子的两个亚稳态,entity,keyword,,,current,0,0,
自旋链,自旋-1/2 XXZ链spin-1/2 XXZ chain,entity,keyword,,,current,0,0,
自旋锯齿链反铁磁海森堡模型相图,自旋-1锯齿链反铁磁海森堡模型相图,entity,keyword,,,current,0,0,
范式,Landau-Ginzburg范式,entity,keyword,,,current,0,0,
蒙特卡洛与神经网络方法面临指数墙,蒙特卡洛与神经网络方法面临指数墙,entity,proposition,,,current,0,0,
蒙特卡洛采样,蒙特卡洛采样,entity,keyword,,,current,0,0,
薛定谔方程,薛定谔方程,entity,keyword,,,current,0,0,
虚时方向线性收缩,虚时方向线性收缩,entity,proposition,,,current,0,0,
虚时演化,虚时演化imaginary time evolution,entity,keyword,,,current,0,0,
蜂巢晶格上海森堡反铁磁体,蜂巢晶格上海森堡反铁磁体,entity,keyword,,,current,0,0,
蜂窝晶格,蜂窝晶格honeycomb lattice,entity,keyword,,,current,0,0,
蜂窝格子蜂窝格子,蜂窝格子蜂窝格子(honeycomb lattice),entity,keyword,,,current,0,0,
蜂窝格自旋海森堡反铁磁体,蜂窝格自旋-1/2海森堡反铁磁体,entity,keyword,,,current,0,0,
蜂窝状六角格子自旋海森堡反铁磁模型,蜂窝状六角格子自旋1/2海森堡反铁磁模型,entity,keyword,,,current,0,0,
表征能力,表征能力,entity,keyword,,,current,0,0,
表征能力上限由输入键维度决定,表征能力上限由输入键维度决定,entity,proposition,,,current,0,0,
解码过程为推理带来额外计算开销,解码过程为推理带来额外计算开销,entity,proposition,,,current,0,0,
解释半饱和磁化平台归因于稀释二聚体态,解释半饱和磁化平台归因于稀释二聚体态,entity,proposition,,,current,0,0,
计算开销渐近按N^4标度,计算开销渐近按N^4标度,entity,proposition,,,current,0,0,
让体内浴相互作用随温度变化以提高精度,让体内浴相互作用随温度变化以提高精度,entity,proposition,,,current,0,0,
训练样本受限时对训练范围之外参数区间的推广能力,训练样本受限时对训练范围之外参数区间的推广能力,entity,proposition,,,current,0,0,
训练过程中保持张量酉性,训练过程中保持张量酉性,entity,proposition,,,current,0,0,
设计具有更复杂更普适调控能力的模型,设计具有更复杂更普适调控能力的模型,entity,proposition,,,current,0,0,
证实该价键晶体具有√3×√3空间对称性,证实该价键晶体具有√3×√3空间对称性,entity,proposition,,,current,0,0,
证明χ=2与D=1流形等价,证明χ=2与D=1流形等价,entity,proposition,,,current,0,0,
证明三体耦合破坏连续空间c=1自由玻色CFT描述,证明三体耦合破坏连续空间c=1自由玻色CFT描述,entity,proposition,,,current,0,0,
识别出无隙费米型代数量子自旋液体,识别出无隙费米型代数量子自旋液体,entity,proposition,,,current,0,0,
识别分界点处纠缠熵与关联长度的临界标度律,识别分界点处纠缠熵与关联长度的临界标度律,entity,proposition,,,current,0,0,
谱形因子,谱形因子spectral form factor,entity,keyword,,,current,0,0,
谱聚类,谱聚类spectral clustering,entity,keyword,,,current,0,0,
贝特晶格,贝特晶格Bethe lattice,entity,keyword,,,current,0,0,
贝特近似贝特近似,贝特近似贝特近似(Bethe approximation),entity,keyword,,,current,0,0,
负对数保真度作为损失函数,负对数保真度作为损失函数,entity,keyword,,,current,0,0,
费米型代数量子自旋液体fermionic algebraic quantum spin liquid,费米型代数量子自旋液体fermionic algebraic quantum spin liquid,entity,proposition,,,current,0,0,
费米子系统需要与密度矩阵嵌入理论结合修正,费米子系统需要与密度矩阵嵌入理论结合修正,entity,proposition,,,current,0,0,
超冷原子实验平台,超冷原子实验平台,entity,keyword,,,current,0,0,
超指数关联长度关系,超指数关联长度关系,entity,proposition,,,current,0,0,
超正交化,超正交化super-orthogonalization,entity,keyword,,,current,0,0,
超胞,超胞,entity,keyword,,,current,0,0,
跃迁由偶极相互作用或波导介导的光子交换提供,跃迁由偶极相互作用或波导介导的光子交换提供,entity,keyword,,,current,0,0,
距离,Gromov-Wasserstein距离Gromov-Wasserstein distance(GWD),entity,keyword,,,current,0,0,
转移矩阵,转移矩阵,entity,keyword,,,current,0,0,
转移矩阵张量网络,转移矩阵张量网络,entity,keyword,,,current,0,0,
边界张量边界张量,边界张量边界张量(boundary tensor),entity,keyword,,,current,0,0,
边界态,边界态,entity,keyword,,,current,0,0,
边界态纠缠谱,边界态纠缠谱,entity,keyword,,,current,0,0,
边界淬火点boundary quench point(BQP),边界淬火点boundary quench point(BQP),entity,proposition,,,current,0,0,
边界矩阵乘积态,边界矩阵乘积态fine-tuning,entity,keyword,,,current,0,0,
边界诱导热力学模拟,边界诱导热力学模拟,entity,keyword,,,current,0,0,
过度正交化现象,过度正交化现象,entity,proposition,,,current,0,0,
运行时间受每节点对模拟时间制约,运行时间受每节点对模拟时间制约,entity,proposition,,,current,0,0,
近邻,K近邻K-nearest neighbor(KNN),entity,keyword,,,current,0,0,
进一步研究贫瘠高原问题,进一步研究贫瘠高原问题,entity,proposition,,,current,0,0,
连续矩阵乘积算符,连续矩阵乘积算符continuous matrix product operator(cMPO),entity,keyword,,,current,0,0,
连续空间,连续空间continuous space,entity,keyword,,,current,0,0,
追踪纠缠熵与存活概率的演化,追踪纠缠熵与存活概率的演化,entity,keyword,,,current,0,0,
适用温度从零温扩展到有限温度,适用温度从零温扩展到有限温度,entity,keyword,,,current,0,0,
适用维度从一维扩展到二维与三维,适用维度从一维扩展到二维与三维,entity,keyword,,,current,0,0,
通用学习范式,通用学习范式universal learning,entity,keyword,,,current,0,0,
通过(1+1)维共形场论对tMPS临界标度律作进一步研究,通过(1+1)维共形场论对tMPS临界标度律作进一步研究,entity,proposition,,,current,0,0,
通过两网络内积计算loss并反向传播更新张量,通过两网络内积计算loss并反向传播更新张量,entity,proposition,,,current,0,0,
通过优化架构与超参数进一步提升GTNC准确率,通过优化架构与超参数进一步提升GTNC准确率,entity,proposition,,,current,0,0,
通过偶极相互作用或波导介导光子交换实现跃迁,通过偶极相互作用或波导介导光子交换实现跃迁,entity,proposition,,,current,0,0,
通过分解潜门得到幺正门构造电路,通过分解潜门得到幺正门构造电路,entity,proposition,,,current,0,0,
通过参数theta控制线性梯度,通过参数theta控制线性梯度,entity,keyword,,,current,0,0,
通过合成规范场与合成维度实现高自旋浴,通过合成规范场与合成维度实现高自旋浴,entity,proposition,,,current,0,0,
通过标度律估计中心荷以识别连续空间CFT,通过标度律估计中心荷以识别连续空间CFT,entity,proposition,,,current,0,0,
通过精确对角化分析ETH矩阵元,通过精确对角化分析ETH矩阵元,entity,keyword,,,current,0,0,
通过精确对角化分析ETH矩阵元统计性质,通过精确对角化分析ETH矩阵元统计性质,entity,keyword,,,current,0,0,
通过精确对角化分析纠缠熵与存活概率,通过精确对角化分析纠缠熵与存活概率,entity,keyword,,,current,0,0,
通过精确对角化分析能级统计,通过精确对角化分析能级统计,entity,keyword,,,current,0,0,
通过纠缠熵变化无监督识别信息性像素,通过纠缠熵变化无监督识别信息性像素,entity,proposition,,,current,0,0,
通过纠缠熵变化符号揭示特征间纠缠结构,通过纠缠熵变化符号揭示特征间纠缠结构,entity,proposition,,,current,0,0,
通过线性梯度参数theta调控遍历性,通过线性梯度参数theta调控遍历性,entity,proposition,,,current,0,0,
通过线性梯度参数调控遍历性破缺,通过线性梯度参数调控遍历性破缺,entity,proposition,,,current,0,0,
通过调节交换各向异性研究相变,通过调节交换各向异性研究相变,entity,keyword,,,current,0,0,
通过边界态纠缠谱行为表征二维量子态临界性,通过边界态纠缠谱行为表征二维量子态临界性,entity,proposition,,,current,0,0,
通过非线性降维将基态从希尔伯特空间映射至二维特征空间以可视化量子相与相变点,通过非线性降维将基态从希尔伯特空间映射至二维特征空间以可视化量子相与相变点,entity,proposition,,,current,0,0,
部分张量网络态方法,部分张量网络态方法,entity,keyword,,,current,0,0,
部分有序相,部分有序相partially ordered phase,entity,keyword,,,current,0,0,
酉张量网络,酉张量网络unitary tensor network,entity,keyword,,,current,0,0,
酉张量网络训练算法,酉张量网络训练算法,entity,keyword,,,current,0,0,
配分函数,配分函数partition function,entity,keyword,,,current,0,0,
采样策略依据,采样策略依据,entity,keyword,,,current,0,0,
采样量子势神经网络,Metropolis采样量子势神经网络,entity,keyword,,,current,0,0,
采用无Trotter误差的级数展开算法,采用无Trotter误差的级数展开算法,entity,proposition,,,current,0,0,
采用非砖墙结构与替换激活函数,采用非砖墙结构与替换激活函数,entity,proposition,,,current,0,0,
量子graphon神经表示quantum graphon neural representation(QGNR),量子graphon神经表示quantum graphon neural representation(QGNR),entity,proposition,,,current,0,0,
量子临界点定位,量子临界点定位,entity,keyword,,,current,0,0,
量子伊辛模型,量子伊辛模型,entity,keyword,,,current,0,0,
量子关联,量子关联,entity,keyword,,,current,0,0,
量子变分指令集,量子变分指令集quantum variational instruction set(QuVIS),entity,keyword,,,current,0,0,
量子启发核函数,量子启发核函数,entity,keyword,,,current,0,0,
量子器件设计中利用少体系统调控多体性质,量子器件设计中利用少体系统调控多体性质,entity,proposition,,,current,0,0,
量子平台上实现TN模型或多比特量子态尚不可行,量子平台上实现TN模型或多比特量子态尚不可行,entity,proposition,,,current,0,0,
量子并行方法,量子并行方法,entity,keyword,,,current,0,0,
量子并行方法在连续无序分布下需要无穷维辅助空间,量子并行方法在连续无序分布下需要无穷维辅助空间,entity,proposition,,,current,0,0,
量子态制备,量子态制备,entity,keyword,,,current,0,0,
量子态映射,量子态映射,entity,keyword,,,current,0,0,
量子最优控制,量子最优控制,entity,keyword,,,current,0,0,
量子最小指令集,量子最小指令集quantum minimal instruction set(QuMIS),entity,keyword,,,current,0,0,
量子机器学习,量子机器学习,entity,keyword,,,current,0,0,
量子杂质物理语言刻画拓扑相变quantum impurity physics description of topological transitions,量子杂质物理语言刻画拓扑相变quantum impurity physics description of topological transitions,entity,proposition,,,current,0,0,
量子概率解释,量子概率解释,entity,keyword,,,current,0,0,
量子涨落,量子涨落,entity,keyword,,,current,0,0,
量子淬火,量子淬火,entity,keyword,,,current,0,0,
量子混沌,量子混沌quantum chaos,entity,keyword,,,current,0,0,
量子点,量子点,entity,keyword,,,current,0,0,
量子特征映射,量子特征映射quantum feature map,entity,keyword,,,current,0,0,
量子电路,量子电路,entity,keyword,,,current,0,0,
量子相变识别,量子相变识别,entity,keyword,,,current,0,0,
量子相变量子相变,量子相变量子相变(quantum phase transition),entity,keyword,,,current,0,0,
量子相识别,量子相识别,entity,keyword,,,current,0,0,
量子纠缠,量子纠缠quantum entanglement,entity,keyword,,,current,0,0,
量子线路,量子线路state preparation,entity,keyword,,,current,0,0,
量子自旋模型,量子自旋模型quantum spin model,entity,keyword,,,current,0,0,
量子自旋模型量子自旋模型,量子自旋模型量子自旋模型(quantum spin model),entity,keyword,,,current,0,0,
量子自旋液体,量子自旋液体quantum spin liquid,entity,keyword,,,current,0,0,
量子自旋链,量子自旋链,entity,keyword,,,current,0,0,
量子自旋链最优磁场控制,量子自旋链最优磁场控制,entity,keyword,,,current,0,0,
量子蒙特卡洛,量子蒙特卡洛quantum Monte Carlo,entity,keyword,,,current,0,0,
量子蒙特卡洛方法,量子蒙特卡洛方法,entity,keyword,,,current,0,0,
钴离子,钴离子,entity,keyword,,,current,0,0,
键上三重态,键上三重态,entity,keyword,,,current,0,0,
键上三重态涌现的自旋-1自由度,键上三重态涌现的自旋-1自由度,entity,proposition,,,current,0,0,
键心反演对称性,键心反演对称性,entity,keyword,,,current,0,0,
键空间最优低维近似,键空间最优低维近似,entity,keyword,,,current,0,0,
阈值选择对方案性能至关重要,阈值选择对方案性能至关重要,entity,proposition,,,current,0,0,
阐明转移矩阵主特征值近简并如何发展并控制Thouless时间,阐明转移矩阵主特征值近简并如何发展并控制Thouless时间,entity,proposition,,,current,0,0,
阻挫frustration,阻挫frustration,entity,keyword,,,current,0,0,
降维后特征的物理含义不可解读,降维后特征的物理含义不可解读,entity,proposition,,,current,0,0,
随机矩阵乘积态,随机矩阵乘积态,entity,keyword,,,current,0,0,
随机纯态,随机纯态,entity,keyword,,,current,0,0,
随机纯态扰动,随机纯态扰动,entity,keyword,,,current,0,0,
随机纯态扰动鲁棒性检验,随机纯态扰动鲁棒性检验,entity,keyword,,,current,0,0,
随机量子线路,随机量子线路,entity,keyword,,,current,0,0,
随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,entity,proposition,,,current,0,0,
零温再入,零温再入,entity,keyword,,,current,0,0,
零温无限张量网络,零温无限张量网络,entity,keyword,,,current,0,0,
需在更多数据集上进一步验证,需在更多数据集上进一步验证,entity,proposition,,,current,0,0,
需要已知自旋间相互作用形式,需要已知自旋间相互作用形式,entity,proposition,,,current,0,0,
非对角ETH矩阵元呈高斯分布,非对角ETH矩阵元呈高斯分布,entity,keyword,,,current,0,0,
非对角ETH矩阵元呈高斯分布与光滑方差函数诊断遍历性,非对角ETH矩阵元呈高斯分布与光滑方差函数诊断遍历性,entity,keyword,,,current,0,0,
非对角ETH矩阵元方差不再随能量光滑变化诊断非遍历性,非对角ETH矩阵元方差不再随能量光滑变化诊断非遍历性,entity,keyword,,,current,0,0,
"非对角ETH矩阵元方差为频率omega的光滑函数|f_O(E_bar,omega)|^2","非对角ETH矩阵元方差为频率omega的光滑函数|f_O(E_bar,omega)|^2",entity,proposition,,,current,0,0,
非对角ETH矩阵元方差在非遍历区偏离光滑函数行为,非对角ETH矩阵元方差在非遍历区偏离光滑函数行为,entity,proposition,,,current,0,0,
